title,url,summary,datetime
Joe Maini,https://de.wikipedia.org/wiki/Joe_Maini,"Joe Maini  war ein US-amerikanischer Jazzsaxophonist  des Modern Jazz. Maini stammt aus einer musikalischen Familie; sowohl sein Vater als auch sein Sohn spielten italienische Volksmusik. Nachdem er Unterricht auf dem Altsaxophon hatte, wurde er 1947 Berufsmusiker. Zu Beginn seiner Karriere spielte Joe Maini 1948 mit Alvino Rey und Johnny Bothwell, 1949 mit Jimmy Zito und ab 1950 bei Claude Thornhill. Ab Mitte der 1950er Jahre arbeitete er als freiberuflicher Musiker in Hollywood und machte unter anderen Aufnahmen mit Kenny Drew, Terry Gibbs, Bill Holman, Jimmy Knepper/Charles Mingus, Red Mitchell, Jack Montrose, Jack Sheldon und begleitete die Sängerinnen Lena Horne und June Christy. 1955 war er Gründungsmitglied der Formation Shelly Manne & His Men. 1964 wirkte er als Erster Altsaxophonist bei Louie Bellson und war auch in den Bands von Gerald Wilson aktiv. Maini verstarb im Alter von 34 Jahren in Los Angeles. In verschiedenen Quellen wird angegeben, dass er Experimenten mit ""Russischem Roulette"" zum Opfer fiel, seine Familie und einige Personen, die bei seinem Tod anwesend waren, bestanden darauf, dass es sich um einen Unfall bei Schußwaffen-Experimenten handelte. 44 Jahre nach seinem Tod brachte Lone Hill Jazz eine 4-CD-Box mit seinen Combo-Aufnahmen als Bandleader heraus.",2017-07-27 21:35:00
Epigamie,https://de.wikipedia.org/wiki/Epigamie,"Epigamie  bezeichnet das durch Vertrag gesicherte Recht zur Eheschließung von Bürgern verschiedener Staaten im antiken Griechenland. Die Epigamie war Voraussetzung für die Eheschließung, die durch einen Vertrag zwischen dem Bräutigam und dem Vater oder dem Kyrios  der Braut begründet wurde, wenn die Eheschließenden nicht Bürger desselben Staates waren. Grundsätzlich war die Ehe zwischen Bürgern verschiedener Staaten nicht erlaubt. Das Epigamiegesetz von 451 vor Chr. in Athen forderte für die Ehe das Vollbürgerrecht beider Parteien. So hatten in Athen auch Metöken nicht das Recht, Athener zu heiraten. So galt etwa die Ehe von Aspasia und Perikles nach attischem Recht als illegitim, da es zwischen Milet und Athen keine Epigamie gab. Andererseits erlaubte Athen im 5. Jahrhundert v. Chr. die Heirat mit Bürgern der Poleis auf Euböa. Es gab auch – wohl aus bestimmten Anlässen – ausdrückliche Verbote der Epigamie, so zwischen den attischen Demen der Pallenäer und Hagnusier und zwischen Andros und Paros. Das Recht, das den Bürgern eines Staates gestattete, sich mit einer Frau aus dem jeweils anderen Staat zu verheiraten bzw. eine Tochter an einen Bürger des anderen Staates zu verheiraten, wurde in zwischenstaatlichen Verträgen vereinbart. Darin lag in der Regel eine besondere Gunst, die angesehenere Staaten gewährten; die Gegenseitigkeit trat dann von selbst ein. Insbesondere in hellenistischer Zeit gehörten die Epigamie und die Enktesis  zu den wichtigsten Vertragsbestimmungen bei zwischenstaatlichen Bündnissen. Ein Beispiel ist der Grenz-, Isopolitie- und Bündnisvertrag zwischen Aitolischem und Akarnanischem Bund 263/62 v. Chr.",2017-07-27 21:36:01
Blei,https://de.wikipedia.org/wiki/Blei,"Blei ist ein chemisches Element mit dem Elementsymbol Pb  und der Ordnungszahl 82. Es ist ein giftiges Schwermetall und steht in der 4. Hauptgruppe bzw. der 14. IUPAC-Gruppe  und 6. Periode des Periodensystems. Blei ist leicht verformbar und hat einen vergleichsweise niedrigen Schmelzpunkt. Die Isotope 206Pb, 207Pb und 208Pb sind die schwersten stabilen Atome, Blei ist das schwerste stabile Element. Alle Bleiisotope haben die magische Protonenzahl 82, die diese Stabilität bewirkt. Bei 208Pb liegt sogar ein so genannter doppelt magischer Kern vor, weil er zusätzlich die magische Neutronenzahl 126 aufweist. Da die Bleiisotope -206, -207 und -208 die Endprodukte der drei natürlichen Zerfallsreihen radioaktiver Elemente sind, ist relativ viel Blei entstanden; es kommt deshalb in der Erdkruste im Vergleich zu anderen schweren Elementen  häufig vor.",2017-07-27 21:36:44
Kreuzkrieg,https://de.wikipedia.org/wiki/Kreuzkrieg,"Der sogenannte Kreuzkrieg war eine Auseinandersetzung zwischen der Stadt St. Gallen und dem Kloster St. Gallen in den Jahren 1697/98. Seit der Reformation war es den Katholiken untersagt, mit Fahnen und aufrecht getragenen Kreuzen Prozessionen durch die Stadt ins Kloster durchzuführen. Der Fürstabt Leodegar Bürgisser  setzte sich 1697 über dieses Verbot hinweg. Der Hofmarschall des Abtes, Fidel von Thurn, schnitt der Stadt daraufhin die Zufuhr von Lebensmitteln und Handelsgütern ab und drängte die katholischen Schirmorte zum Aufrüsten, um dem besser gerüsteten und die reformierten Interessen vertretenden Zürich und seinen Verbündeten entgegentreten zu können. Der Abt und die Stadt rüsteten sich zum Krieg und boten Truppen auf. Die Stadt suchte Hilfe bei den reformierten Appenzellern und informierte die Stadt Zürich. Es wurden bereits Schüsse gewechselt, als es dank der Vermittlung des französischen Gesandten 1698 gelang, die vier Schirmorte, Zürich, Luzern, Schwyz und Glarus am 14. Oktober 1698 zu einem Vergleich zu bewegen. Danach sollten die Stadt und der Abt die Waffen niederlegen und die Befestigungen schleifen. Bei Prozessionen sollen die Kreuze vor den Toren der Stadt von den Stangen abgenommen und nicht in die Höhe gehalten werden. Das Gesuch der Stadt, für das Tragen der Kreuze 14'000 Gulden zu bezahlen, wurde abgelehnt. Die Stadt hatte dem Abt 3800 Gulden zu zahlen.",2017-07-27 21:37:10
Watte,https://de.wikipedia.org/wiki/Watte,"Eine Watte ist grundsätzlich ein loses Gefüge von Fasern oder Fäden, die nur aufgrund der Haftung untereinander ein Volumengefüge ergeben. Dabei werden Watten aus Fasern als Faserwatten und Watten aus Fäden als Fadenwatten bezeichnet. Die gebräuchlichste Watte besteht hauptsächlich aus Zellstoff der Baumwollfasern, aus Viskose oder auch aus synthetischen Fasern wie Polyester. Sie dient z. B. der Kosmetik, dem Schutz des Gehörgangs oder der Wundversorgung . Weiterhin findet Watte Verwendung in der Damen- und Herrenoberbekleidung, z. B. zum Auswattieren von Sakkos. Für die Kosmetik wird die Watte zum Beispiel zu Wattepads, Wattebällchen oder Wattestäbchen weiterverarbeitet und zum Beispiel zum Entfernen von Schminke, also zur Gesichtsreinigung, verwendet. Als Medizinprodukt werden DNA-freie Wattestäbchen zur Probennahme z. B. für Speichelproben zur forensischen Identitätsfeststellung  verwendet. In der tiermedizinischen Diagnostik wird der Wattebauschtest zur Überprüfung des Sehens eingesetzt. Auch Tampons und Damenbinden bestehen größtenteils aus Watte. Weiterhin wird Watte als Trägerstoff für Liquids  in Selbstwickelverdampfern  verwendet.",2017-07-27 21:37:39
Bronzezeit,https://de.wikipedia.org/wiki/Bronzezeit,"Die Bronzezeit ist die Periode in der Geschichte der Menschheit, in der Metallgegenstände vorherrschend aus Bronze hergestellt wurden. Diese Epoche umfasst in Mitteleuropa etwa den Zeitraum von 2200 bis 800 v. Chr. Die Bronzezeit ist die mittlere Stufe des von Altertumsforscher Christian Jürgensen Thomsen entwickelten Dreiperiodensystems, das insbesondere die europäische und mediterrane Vor- und Frühgeschichte in Steinzeit, Bronzezeit und Eisenzeit unterteilt. Die Dreiteilung nach dem verwendeten Werkstoff ist weitgehend auf Europa, Westasien und Nordafrika zu beschränken. Da der Begriff sich ausschließlich auf den umfangreich verwendeten Werkstoff bezieht, sagt die Zuweisung einer Kultur zu dieser Periode nichts über ihre kulturelle Höhe aus. So fällt der Anfang der Hochkulturen Vorderasiens und Ägyptens in die ausgehende Stein- und beginnende Bronzezeit.  Die Herstellung von Bronze setzte im 3. Jahrtausend v. Chr. ein. Die Wurzeln der Bronzezeit liegen in der vorausgehenden Jungsteinzeit, in der die Menschen in ihren jüngeren Zeitabschnitten teilweise bereits mit Metallverarbeitung vertraut waren. Sie beschränkten sich aber auf gediegene  Metalle wie Gold, Silber und Kupfer. In der Übergangszeit zur Bronzezeit wird regional auch von der Kupferzeit oder dem Chalkolithikum gesprochen. Bronze ist eine Legierung, bestehend aus 90 % Kupfer und 10 % Zinn, und weitaus härter als Kupfer. Forschungsgeschichtlich bedingt fand die Entdeckung und Erforschung der Bronzezeit hauptsächlich in Europa und Vorderasien statt. Abgrenzung, Begriffsbildung zu einzelnen Kulturen, Terminologie und detaillierte Untersuchungen haben entsprechend in dieser Region auch ihren Schwerpunkt. Diesen Effekt findet man analog auch bei der steinzeitlichen Forschungsgeschichte. Gemeinsam ist den bronzezeitlichen Kulturen, dass die Notwendigkeit, eine „Metallurgiekette“ zu organisieren, zu gravierenden Umwälzungen der Gesellschaftsstruktur führte. Der Zugang und die Beherrschung der Ressourcen  führte zur Herausbildung einer Oberschicht  und damit vermutlich zu einer sozialen Differenzierung mit vererbbaren Führungspositionen. Es war mit der Bronze erstmals möglich, Reichtum anzuhäufen, welcher auch leicht transportierbar war. Bronzebarren wurden als Zahlungsmittel eingesetzt. Die Entstehung von stark befestigten Siedlungen und die Erfindung des Schwertes werden oftmals als Hinweis auf eine Zunahme kriegerischer beziehungsweise räuberischer Auseinandersetzungen gedeutet. Die ungleiche Verteilung der Metallvorkommen, insbesondere des zur Herstellung benötigten sehr seltenen Zinns, führte zu einem „globalen“ Handelsnetz, welches neben den Waren auch kulturelle Ideen verbreitete. Der Fund eines spätbronzezeitlichen Handelsschiffes  beweist eindrucksvoll die Mannigfaltigkeit der Waren, welche über weite Distanzen gehandelt wurden.",2017-07-27 21:37:41
Yūichirō Yamaguchi,https://de.wikipedia.org/wiki/Y%C5%ABichir%C5%8D_Yamaguchi,"Yūichirō Yamaguchi  ist ein japanischer Musical-Darsteller und Schauspieler. Yamaguchi gilt als einer der renommiertesten und populärsten Sänger und Darsteller im japanischen Musical. Seit 1979 spielte er in einer ganzen Reihe von namhaften Produktionen, wie z. B. A Chorus Line und Jesus Christ Superstar. Einen seiner größten Erfolge feierte er mit seiner Darstellung des Raoul und später in der Titelrolle von Andrew Lloyd Webbers Das Phantom der Oper. Seit 1996 steht er bei Tōhō unter Vertrag und spielt seitdem Hauptrollen in Musical-Produktionen, die an den Theatern der Gesellschaft inszeniert werden, sowie Nebenrollen in einigen Fernsehserien für das japanische Fernsehen. Weitere Erfolge konnte er mit Auftritten in Les Misérables, Mozart! sowie als Tod in Elisabeth verbuchen. 2006 spielte er die Rolle des Graf von Krolock in der aufwendig inszenierten japanischen Produktion von Tanz der Vampire.",2017-07-27 21:37:54
Hans Meinhold,https://de.wikipedia.org/wiki/Hans_Meinhold,"Hans Meinhold, eigentlich Ernst Paul Johannes Meinhold  war ein deutscher Pastor und niederdeutscher Schriftsteller. Ernst Paul Johannes Meinhold wuchs in Barth auf, wo sein Vater Superintendent war. Er studierte Theologie in Halle und Greifswald. Ab 1914 war er Pastor in Kantreck, Kreis Cammin. Danach war er Pastor in Ueckermünde und Voigtshagen, Kreis Greifenberg. 1929 ging Meinhold nach Cuxhaven, wo er einige Zeit auch als Marinepfarrer tätig war. Noch während seines Ruhestandes ab 1955 wirkte er in Harburg als Seelsorger. Meinhold schrieb plattdeutsche Lieder und Gedichte. Von 1949 bis 1958 arbeitete er an einer Übersetzung der Bibel in niederdeutsche Verse. Die Handschrift befindet sich seit 2001 im Niederdeutschen Bibelzentrum in Barth. Meinholds drei Söhne fielen im Zweiten Weltkrieg.",2017-07-27 21:38:03
Dan Burley,https://de.wikipedia.org/wiki/Dan_Burley,"Dan Burley  war ein US-amerikanischer Blues- und Jazz-Pianist sowie Journalist. Seine Familie zog 1917 nach Chicago, wo er zu Beginn seiner Karriere auf Partys und in kleinen Cafés auftrat und mit Blues- und Boogie Woogie-Pianisten zusammen spielte. Durley wurde später Journalist bei afroamerikanischen Zeitungen wie den New York Amsterdam News und dem Magazin Ebony, wobei er sich auf Theater- und Sportberichte spezialisierte. Er musizierte regelmäßig, meist jedoch im privaten Kreis. Im Jahr 1945 entstanden Aufnahmen mit Leonard Feather und Tiny Grimes , 1946 mit Lionel Hampton. In diesem Jahr gründete er auf Anraten der Kritikers Rudi Blesh eine eigene Formation, Dan Burley and his Skiffle Boys; beteiligt waren der Bluesmusiker Brownie McGhee und Pops Foster. Mit ihnen spielte er eine Mischung von Jazz, Blues und Folksong ein, für die er mit Hilfe von Leonard Feather den Begriff Skiffle prägte und schnell bekannt machte. Die aufgenommenen Titel wie Big Cat Little Cat, South Side Shake oder Shotgun House Rag  erhielten später große Bedeutung für die Skiffle-Bewegung in Großbritannien der 1950er Jahre, die von Musikern wie Chris Barber, Lonnie Donegan und anderen repräsentiert wurde. Außer mit Leonard Feather und Lionel Hampton nahm Dan Burley Schallplatten mit Hot Lips Page, Tyree Glenn, Baby Dodds und Pops Foster auf. Sein Pianostil war eine Verbindung von Boogie-, Stride Piano- und Harlem Swing-Einflüssen.",2017-07-27 21:38:05
Leben,https://de.wikipedia.org/wiki/Leben,"Das Wort Leben bezeichnet zum einen die Organisations- bzw. Prozessform, die allen Lebewesen gemeinsam ist und die sie von lebloser Materie unterscheidet. Zum anderen bezeichnet es die Gesamtheit der Lebewesen in einem abgegrenzten Gebiet. Was Leben bzw. ein Lebewesen ist, wird - in der modernen Biologie wie schon bei Aristoteles - nicht über einzelne Eigenschaften, einen bestimmten Zustand oder eine spezifische Stofflichkeit definiert, sondern über eine Menge von Aktivitäten, die zusammengenommen für Leben bzw. Lebewesen charakteristisch und spezifisch sind. Als diese Aktivitäten werden üblicherweise genannt: Energie- und Stoffwechsel und damit Wechselwirkung mit ihrer Umwelt. Organisiertheit und Selbstregulation . Reiz, das heißt sie sind fähig, auf chemische oder physikalische Änderungen in ihrer Umwelt zu reagieren. Fortpflanzung, das heißt, sie sind zur Reproduktion fähig. Vererbung, das heißt, sie können Informationen  an ihre Nachkommen übermitteln. Wachstum und damit die Fähigkeit zur Entwicklung. Ein System als solches erreicht noch nicht die Stufe des Lebens, da auch unbelebte Zusammenschlüsse einzelner Einheiten zu höheren Einheiten über mehrere Stufen hinweg vorkommen.",2017-07-27 21:38:07
Final Fantasy VII,https://de.wikipedia.org/wiki/Final_Fantasy_VII,"Final Fantasy VII  ist ein Konsolenrollenspiel, das von Square  entwickelt und im Jahr 1997 veröffentlicht wurde. Es ist der siebte Teil der Final-Fantasy-Reihe und das erste Spiel der Reihe, das für die Sony PlayStation und für Windows erschienen ist. Final Fantasy VII nutzt als erstes Spiel der Reihe 3D-Computergrafik sowie gerenderte Charaktere vor vorgerenderten Hintergründen. Angesiedelt auf dem Fantasieplaneten Gaia folgt der Spieler zu Beginn einer Gruppe Widerstandskämpfer, genannt Avalanche, in ihrem Kampf gegen den Megakonzern Shinra, der dem Planeten zwecks Energiegewinnung die Lebensenergie entzieht. Im Verlauf der Geschichte eskalieren die Konflikte und die gesamte Welt wird vom Untergang bedroht. Das Spiel hatte nicht nur großen kommerziellen Erfolg, sondern ist bis heute eines der beliebtesten Spiele der Reihe und wird häufig als Grundlage für den Mainstream-Durchbruch von Rollenspielen außerhalb Japans angesehen. Aufgrund der ungebrochenen Popularität dieses Spieles entschied Square Enix, eine Reihe von Sequels und Prequels zu produzieren. Diese Reihe hat den übergeordneten Titel Compilation of Final Fantasy VII. Bis zum Mai 2006 wurden von Final Fantasy VII weltweit mehr als 9,8 Millionen Einheiten verkauft. Seit dem 10. April 2009 ist Final Fantasy VII über das Downloadportal PlayStation Network in Japan erhältlich und seit dem 4. Juni 2009 in Europa. Bei der dort kostenpflichtig angebotenen Version von Final Fantasy VII handelt es sich um die handelsübliche International-Version, die inhaltlich identisch ist mit den westlichen Verkaufsversionen. Am 4. Juli 2013 wurde die PC-Fassung bei Steam zum Download wiederveröffentlicht. Diese Version kann wahlweise in HD dargestellt werden, wobei aber die originalen Videos, Texturen und Hintergründe 'nur' hochgerechnet werden. Auf der E3 2015 kündigte Sony ein Remake von Final Fantasy VII für die PlayStation 4 an und veröffentlichte einen Teaser.",2017-07-27 21:38:09
